sample_date,sample_time,sampling_site,air_temperature,weather,wind_direction,wind_speed,barometeric_pressure,water_temperature,ph,dissolved_oxygen,conductivity,total_dissolved_solids,salt_ppt,aphanizomenon,dolichospermum,microcystis,planktothrix,raphidiopsis,woronichinia,general_comments,secchi
2024-09-27,13:00:00,Site #5 - Fallen Leaf Lake,19.2,Partly Cloudy,NW,0-5,765.7,20.2,7.7,7.8,93.1,46.7,0.05,Yes,No,Yes,No,No,No,"Water clear, level a little higher from recent rain.",
2023-01-12,15:00:00,Site #1 - East Boat Launch,15.1,Cloudy,SE,,758.7,9.4,7.6,10.25,69,32,,No,No,No,No,No,,,
2024-10-03,11:56:00,Site #2 - Heritage Boat Launch,16.7,Sunny,E,0-5,757,17.5,7.4,5.3,133.9,66.9,0.06,Yes,Yes,,No,No,No,"Centric Diatoms, Secchi 110cm. Trawl had lots of all",
2024-10-03,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2024-10-03,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2024-10-03,12:12:00,Site #5 - Fallen Leaf Lake,19.2,Sunny,NW,0-5,765.4,18.8,7.9,7.2,94.9,47.4,0.05,Yes,No,No,No,No,No,"Other Zoopl. Trawl had Dolic, Apha,",
2023-01-05,13:30:00,Site #1 - East Boat Launch,12.1,Rain,SE,0-5,753.8,8.6,7.26,9.4,66,31,,No,No,No,No,No,,,
2024-10-10,14:34:00,Site #2 - Heritage Boat Launch,17.2,Partly Cloudy,N,0-5,760,17.2,7.4,5.6,135.3,67.7,0.05,No,Yes,No,No,No,No,"Secchi 130cm. Trawl had Aph, Dolic, Micro & Woron.",
2024-10-10,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,Not available,
2024-10-10,13:42:00,Site #5 - Fallen Leaf Lake,18.7,Partly Cloudy,NW,0-5,765.2,17.4,7.9,7.3,95.2,47.6,0.04,Yes,Yes,No,No,No,No,"Water level normal. Clear. Trawl had doc, aph, & centrics",
2024-10-13,6:04:00,Site #3 - Lacamas Shores Boat Launch,20,Sunny,No wind,0-5,757.3,18.4,8.1,7.2,130.2,65.1,0.07,Yes,Yes,No,Yes,No,No,Level down by 50 from dock. So low no trawl.,
2024-10-17,16:00:00,Site #2 - Heritage Boat Launch,12.5,Cloudy,NW,0-5,769.9,15.1,7.3,7.3,132.5,67.7,0.06,No,Yes,Yes,No,No,Yes,Secchi 125c. Water cloudy.,
2023-01-04,12:00:00,Site #1 - East Boat Launch,7.2,Rain,SE,0-5,767,7.7,7.7,11.1,118,59.6,0.04,No,No,No,No,No,No,Shore lined with rotting lily pad stems,
2024-10-18,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Cant access the water.,
2024-10-18,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2024-10-18,16:00:00,Site #5 - Fallen Leaf Lake,17.5,Partly Cloudy,NW,0-5,766,16.8,7.8,12.3,94,47,0.04,Yes,Yes,Yes,No,No,Yes,Water level normal and clear. Centric Diatoms,
2024-10-20,13:13:00,Site #3 - Lacamas Shores Boat Launch,19,Partly Cloudy,SW,0-5,757,18.1,8.1,9.1,128.9,64.4,0.07,No,Yes,No,No,No,No,Too shallow for trawl & secchi. ,
2022-12-29,13:00:00,Site #1 - East Boat Launch,12.1,Rain,SE,0-5,753.8,8.6,7.26,9.44,66,31,,No,No,No,No,No,,,
2024-10-24,14:10:00,Site #2 - Heritage Boat Launch,13.3,Partly Cloudy,W,0-5,768.1,14.1,6.9,9.6,136.6,68.2,0.06,No,No,Elevated,No,No,No,"Centric D noted. Water wtih green slime.  Secchi 130, lake depth from dock 3.5 meters",
2024-10-24,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2024-10-24,11:00:00,Site #4 - Round Lake,14.4,Partly Cloudy,W,0-5,754.6,14.5,6.9,5.9,135.4,67.6,0.05,No,No,No,No,No,Yes,Water murky. Water level rising,
2024-10-24,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,,
2024-10-31,13:22:00,Site #2 - Heritage Boat Launch,12.4,Rain,N,0-5,783,12.6,7.8,6.5,135.7,63,0.06,No,No,No,No,No,Yes,Secchi 100cm,
2024-10-31,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Not available,
2024-10-31,16:10:00,Site #4 - Round Lake,10,Cloudy,W,0-5,758.4,12.4,6.67,5.2,130.6,54,0.07,No,No,No,No,No,Yes,Level higher. No green slime. ,
2024-10-31,,Site #5 - Fallen Leaf Lake,11,Rain,N,0-5,758,12.7,7.7,5.1,94.3,47.3,0.05,No,No,No,No,No,No,Flooded. Aphanz & Centric in trawl.,
2022-12-16,13:00:00,Site #1 - East Boat Launch,10,Partly Cloudy,SW,0-5,772.4,9.3,7.4,10.01,75,37,,No,No,No,No,No,,None,
2022-12-09,13:00:00,Site #1 - East Boat Launch,10.3,Cloudy,NE,0-5,757.1,6.6,7.25,10.8,86,33,,No,No,No,No,No,,No target species in protocol sample.,
2024-11-07,13:35:00,Site #2 - Heritage Boat Launch,13.9,Sunny,S,0-5,755,12.1,7.63,7.7,127.4,63.8,0.05,No,No,No,No,No,Yes,Secchi 110cm,
2024-11-07,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Not available,
2024-11-07,16:40:00,Site #4 - Round Lake,12.8,Partly Cloudy,W,0-5,754,11.4,6.08,5.7,125.8,51,0.06,No,No,No,No,No,Yes,Level higher. Green. 1 ft secchi,
2024-11-07,12:30:00,Site #5 - Fallen Leaf Lake,14.4,Sunny,No wind,0-5,,13.2,7.5,5,95.7,48,0.05,Yes,Yes,Yes,No,No,No,Water level high.,
2022-11-17,13:00:00,Site #1 - East Boat Launch,10.5,Sunny,E,25+,730,6.7,8.65,9.6,56,38,,No,No,No,No,No,,"Possible fragments of Dolichospermum in trawl, but tough to ID. Nothing in protocol sample.",
2024-11-14,12:41:00,Site #2 - Heritage Boat Launch,10.6,Mostly Cloudy,S,0-5,758,11.3,7.5,7.4,123.1,61.7,0.05,No,No,No,No,No,Yes,,
2024-11-14,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2024-11-15,15:01:00,Site #3 - Lacamas Shores Boat Launch,8,Partly Cloudy,No wind,0-5,759.8,11.2,7.94,6.5,113.6,56.8,0.04,No,No,No,No,No,No,,
2024-11-15,17:25:00,Site #5 - Fallen Leaf Lake,8.3,Rain,N,0-5,767,10.4,5.95,5.1,122.2,61.1,0.05,No,No,No,No,No,Yes,,
2022-11-10,13:00:00,Site #1 - East Boat Launch,15.3,Partly Cloudy,SW,0-5,771,12.2,8.43,5.34,104,62,,No,Yes,No,No,No,,Increased darker brown suspended sediment/lower water clarity. Dolichospermum fragments in trawl and protocol indicate potential die off,
2024-11-21,14:21:00,Site #2 - Heritage Boat Launch,10,Cloudy,S,0-5,762,9.9,7.6,8.7,101.6,51.6,0.04,No,No,No,No,No,Yes,,
2024-11-21,14:00:00,Site #4 - Round Lake,10.3,Partly Cloudy,No wind,0-5,761.2,9.3,8.4,8.1,101.5,50.7,0.05,No,No,No,No,No,Yes,,
2024-11-28,12:55:00,Site #5 - Fallen Leaf Lake,6.3,Partly Cloudy,N,0-5,760.4,7.4,9.2,6.4,94.2,47,,No,No,No,No,No,No,,
2022-11-03,13:00:00,Site #1 - East Boat Launch,12.6,Rain,,0-5,769.4,12.3,7.28,7.91,131,83,,No,Yes,No,No,No,,"Dolichospermum in trawl. Large algal matts, but thinner than others shown in photos exchanged via text today.",
2024-12-05,13:15:00,Site #2 - Heritage Boat Launch,7.2,Sunny,S,0-5,766,6.3,7.8,9.5,88.4,44.3,0.03,No,No,No,No,No,No,,
2024-12-05,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2024-12-05,12:25:00,Site #5 - Fallen Leaf Lake,5,Sunny,SW,0-5,765.3,7.9,7.82,5,94.2,47,,No,No,No,No,No,No,,
2024-12-06,11:14:00,Site #3 - Lacamas Shores Boat Launch,5,Partly Cloudy,NE,0-5,765.5,6.1,7.2,9.1,89.1,44.5,0.03,No,No,No,No,No,No,,
2022-10-27,13:30:00,Site #1 - East Boat Launch,18.7,Partly Cloudy,SE,0-5,765,16.5,7.48,8.1,125,77,,No,Yes,No,No,No,,"Some Dolichospermum & Microcystis in trawl, not elevated. No signs of algal matts, but many blooms noted on opposite side of lake.",
2024-12-12,15:17:00,Site #2 - Heritage Boat Launch,3.3,Rain,SE,0-5,754,5.7,7.9,10,90,45,0.03,No,No,No,No,No,No,,
2024-12-12,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2024-12-12,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2024-12-12,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,,
2022-10-12,11:30:00,Site #1 - East Boat Launch,20.9,Sunny,SW,0-5,766.6,19.9,7.8,8.4,129,78,,Yes,Yes,No,No,No,,Dolichospermum & Aphanizomenon levels are high but not elevated in trawl. Low numbers of microcystis in trawl sample.,
2024-12-19,11:24:00,Site #2 - Heritage Boat Launch,11.1,Partly Cloudy,S,0-5,757,7.5,7.5,10.3,88.3,44.1,0.03,No,No,No,No,No,No,,
2024-12-19,12:15:00,Site #4 - Round Lake,11.6,Cloudy,S,0-5,768.2,6.6,7.2,6.7,88.5,44.7,0.04,No,No,Yes,No,No,Yes,,
2024-12-19,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,,
2024-12-21,14:05:00,Site #3 - Lacamas Shores Boat Launch,10,Cloudy,SE,0-5,756.4,7.7,7.8,7.2,20.7,40.4,0.04,No,No,No,No,No,No,,
2022-10-06,12:55:00,Site #1 - East Boat Launch,22.1,Sunny,W,5-10,764.28,22.1,7.96,7.8,115,78,,Yes,Yes,No,No,No,,Elevated Dolichospermum in trawl. High presence of Aphanizomenon & Microcystis along with possible Planktothrix,
2024-12-26,12:07:00,Site #3 - Lacamas Shores Boat Launch,9,Mostly Cloudy,SE,5-10,751.1,8,7.9,8,85.1,42.7,0.04,No,No,No,No,No,No,,
2022-09-15,13:00:00,Site #1 - East Boat Launch,21.4,Sunny,,0-5,763,22.7,8.1,8.6,118,56,,Yes,Yes,Yes,No,No,,Water clear in protocol. No change in density of targets. Trawl - an increase of microcystis.,
2025-01-02,,Site #2 - Heritage Boat Launch,,,,,,,,,,,,,,,,,,,
2025-01-02,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2025-01-02,16:55:00,Site #4 - Round Lake,5.3,Cloudy,S,0-5,762,6.3,8,7.6,70.2,35.8,0.03,No,No,No,No,No,Yes,Fast current & murky,
2025-01-02,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Water into pkg lot.,
2022-09-08,13:00:00,Site #1 - East Boat Launch,22.8,Sunny,SW,5-10,765,23.8,8.1,8.93,114,55,,Yes,Yes,Yes,No,No,,Protocol - no noticeable increase - microcystis now present. Trawl - no real increase in numbers of targets,
2025-01-09,13:05:00,Site #5 - Fallen Leaf Lake,5,Sunny,SE,5-10,768.8,7,8.25,6.9,86.9,,,No,No,Yes,No,No,No,Gusty winds. Trawl had Diatoms & ciliates,
2022-09-01,13:00:00,Site #1 - East Boat Launch,25,Sunny,SW,0-5,761,25.5,7.5,8.11,115,55,,No,Yes,No,No,No,,Water green. Trawl showed small amounts of Aphanizomenon & Microcystis,
2025-01-16,13:07:00,Site #2 - Heritage Boat Launch,2.2,Rain,SE,0-5,765,6.3,7.8,9.8,77.8,38.9,0.03,No,No,No,No,No,No,Secchi 95cm. Trawl had a Woronichinia,
2025-01-16,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2025-01-16,12:55:00,Site #4 - Round Lake,2.8,Rain,S,0-5,764.2,6.4,7.5,8.8,74.6,36.2,0.03,No,No,No,No,No,No,Swift current. No targets.,
2025-01-16,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Cant access testing site.,
2022-08-25,13:30:00,Site #1 - East Boat Launch,28.9,Sunny,W,0-5,761,27.6,7.38,8.23,112,52,,Yes,Yes,No,No,No,,"Aphanizomenom & Dolichospermum found in trawl, not elevated.",
2025-01-23,14:00:00,Site #4 - Round Lake,6.1,Cloudy,W,0-5,775.2,5.8,7.8,9.3,77,39,0.03,No,No,No,No,No,No,Water level still high with strong current,
2025-01-23,12:55:00,Site #5 - Fallen Leaf Lake,4,Cloudy,W,0-5,744.7,5.5,8.1,7.1,87.7,43.9,0.03,No,No,No,No,No,No,Zooplankton noted.,
2025-01-24,11:50:00,Site #3 - Lacamas Shores Boat Launch,6.4,Sunny,W,0-5,771.4,4.9,7.8,10.5,81.5,32,0.03,No,No,Yes,No,No,No,"Secchi 2  Trawl had elevated Plank, Micro & Woroni",
2022-08-17,9:00:00,Site #1 - East Boat Launch,27.7,Sunny,SW,0-5,760.5,25.2,7.97,6.15,111,52,,No,Yes,No,No,No,,Dolichospermum elevated in trawl sample. Some present in protocol sample.,
2025-01-30,10:57:00,Site #3 - Lacamas Shores Boat Launch,3,Cloudy,NE,0-5,761.3,3.7,8.2,9.4,84.2,42.1,0.04,No,No,No,No,No,No,"Water 1 deep, secchi visible. 1 plankto in trawl.",
2025-01-30,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2025-01-30,13:45:00,Site #5 - Fallen Leaf Lake,4.8,Cloudy,NE,0-5,763.2,4.7,8.3,12.5,90.1,45,0.03,No,No,No,No,No,No,Zooplankton. Water level low,
2025-01-31,11:50:00,Site #2 - Heritage Boat Launch,6.6,Cloudy,E,0-5,763,4.4,7.8,10.5,83.5,41.7,0.02,No,No,No,No,No,No,Secchi 4 meters. Debris in protocol. Level lower.,
2022-08-11,13:00:00,Site #1 - East Boat Launch,26.4,Sunny,SW,0-5,762,25.9,8.34,7.8,108,51,,No,No,No,No,No,,Aphanizomenom & Dolichospermum found in trawl.,
2025-02-06,12:50:00,Site #2 - Heritage Boat Launch,5,Partly Cloudy,SE,0-5,756,7.3,8.04,,87,43.4,0.03,No,No,No,No,No,No,Cap left on DO. Secchi 120cm. c.Diatom in trawl,
2025-02-06,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,Rain,
2025-02-06,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Rain,
2025-02-09,12:41:00,Site #3 - Lacamas Shores Boat Launch,3,Mostly Cloudy,E,0-5,769.2,4.6,7.8,9.1,87,43.5,0.02,No,No,No,No,No,No,"depth at 1.5, & Secchi is visible at bottom. Scum present",
2022-08-04,11:00:00,Site #1 - East Boat Launch,21,Partly Cloudy,W,0-5,763,24.5,8.1,7.07,106,51,,No,No,No,No,No,,Water clear. Dolichospermum identified in trawl.,
2025-02-13,,Site #2 - Heritage Boat Launch,,,,,,,,,,,,,,,,,,Snow,
2025-02-13,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,Snow,
2025-02-13,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,Snow,
2025-02-13,,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Snow,
2022-07-28,13:30:00,Site #1 - East Boat Launch,30,Sunny,No wind,0-5,759,27.9,7.52,4.9,101,48,,No,Yes,No,No,No,,"Water was clear. Dolichospermum in trawl sample, not elevated.",
2026-06-18,12:53:00,Site #5 - Fallen Leaf Lake,29,Partly Cloudy,N,0-5,761.6,23.9,7.13,8.8,80.3,40.2,0.04,No,No,No,No,No,No,other cyano in trawl,
2026-06-25,11:00:00,Site #4 - Round Lake,20.2,Cloudy,S,0-5,755,24.2,7.58,8.8,107.1,53.5,0.07,No,Yes,No,No,No,No,Other cyanos,
2026-07-02,11:10:00,Site #4 - Round Lake,18.9,Partly Cloudy,S,0-5,759,19.9,7.54,7.8,104.9,52.5,0.05,No,Yes,No,No,No,No,Pennate & Cilates,
2026-07-09,11:00:00,Site #4 - Round Lake,21.9,Sunny,S,0-5,760.2,23.2,6.17,6.6,110.5,55,0.05,No,Yes,No,No,No,No,Nothing in trawl,
2026-07-16,11:00:00,Site #4 - Round Lake,19.9,Mostly cloudy,S,0-5,757.9,23.8,6.26,5.6,114.2,57.3,0.06,No,No,No,No,No,No,Ciliates noted,
2026-07-23,11:00:00,Site #4 - Round Lake,16,Cloudy,NW,0-5,759,25.5,6.2,6.7,116,58.5,0.06,No,No,No,No,No,No,"Pennate, Ciliate , other in trawl. Noted Chemical treatment added to lake.",
2026-07-23,12:02:00,Site #5 - Fallen Leaf Lake,22.3,Cloudy,NW,0-5,764.4,25.5,7.39,7.6,83.8,41.9,0.04,Yes,No,No,No,No,No,"Trawl-Aphan,Dolcio,Worch, dinoflg. No scum",
2025-02-20,13:40:00,Site #2 - Heritage Boat Launch,8.3,Cloudy,S,0-5,767,4.8,7.9,11.9,89.6,44.8,,No,No,No,No,No,No,Secchi at  100cm,
2025-02-20,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2025-02-20,13:00:00,Site #5 - Fallen Leaf Lake,8.2,Cloudy,No wind,0-5,767,5.2,8.9,9.7,89,44.8,,No,No,No,No,No,No,Elevated Zooplankton,
2025-02-22,11:58:00,Site #3 - Lacamas Shores Boat Launch,13,Cloudy,E,10-15,757.5,6.2,7.3,9.2,81.7,41.1,0.04,No,No,No,No,No,No,"1.25 lake depth, Secchi 1.25 to bottom.",
2022-07-21,13:30:00,Site #1 - East Boat Launch,25,Sunny,W,0-5,762,24.5,8.1,7.5,99,48,,No,Yes,No,No,No,,"Elevated Dolichospermum in trawl, none in protocol sample",
2025-02-27,11:56:00,Site #2 - Heritage Boat Launch,11.7,Sunny,N,0-5,763,9.1,7.3,10.1,68.1,34.1,0.02,No,No,No,No,No,No,Secchi 70cm,
2025-02-27,13:11:00,Site #5 - Fallen Leaf Lake,13.3,Sunny,No wind,0-5,761.4,9.5,8.4,7.86,85,42.3,0.03,No,No,No,No,No,No,Trawl had Zooplanktons & other zippies.,
2025-02-28,11:45:00,Site #4 - Round Lake,14.2,Sunny,W,0-5,764,8.4,8.3,10.5,64.8,32.6,0.03,No,No,No,No,No,No,Water level high. Murky,
2022-07-14,14:00:00,Site #1 - East Boat Launch,27.5,Sunny,W,0-5,761,23.4,7.48,8.3,96,45,,No,No,No,No,No,,"No target species, a lot of broken bits. Water clear in appearance.",
2025-03-07,,Site #2 - Heritage Boat Launch,,,,,,,,,,,,,,,,,,,
2025-03-07,,Site #3 - Lacamas Shores Boat Launch,,,,,,,,,,,,,,,,,,,
2025-03-07,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2025-03-07,12:30:00,Site #5 - Fallen Leaf Lake,16.7,Sunny,W,0-5,762.1,11.3,8.7,11.4,70,42,0.03,No,No,No,No,No,No,Elevated Zooplankton and a mix of other from trawl.,
2025-03-11,12:51:00,Site #3 - Lacamas Shores Boat Launch,7,Cloudy,E,0-5,749.7,8.3,8.1,10.3,79.3,39.6,0.02,No,No,No,No,No,No,1.5 secchi. Disc visible at bottom,
2022-07-08,13:00:00,Site #1 - East Boat Launch,24.8,Sunny,SE,0-5,764,23,7.13,8.3,83,42,,No,Yes,No,No,No,,Water clear. Dolichospermum identified in trawl.,
2025-03-13,10:20:00,Site #2 - Heritage Boat Launch,6.1,Mostly Cloudy,E,0-5,750,8.8,7.6,9.6,79.1,39.5,0.02,No,No,No,No,No,No,Woronichinia in trawl  Secchi 80cm.,
2025-03-13,11:56:00,Site #4 - Round Lake,10.5,Mostly Cloudy,SE,0-5,755.9,8.9,8.3,8.9,78,39,0.03,No,No,No,No,No,No,Water murky,
2022-06-30,13:30:00,Site #1 - East Boat Launch,21.6,Sunny,W,0-5,763,22.2,7.8,7.5,85,41,,No,No,No,No,No,,,
2025-03-20,13:50:00,Site #2 - Heritage Boat Launch,11.7,Mostly Cloudy,W,0-5,758,8.7,7.6,9.8,77.6,38.8,0.03,No,No,No,No,No,No,Secchi 70cm. Saw Centric Diatoms,
2025-03-21,15:22:00,Site #3 - Lacamas Shores Boat Launch,8,Rain,No wind,0-5,755.7,8.7,8.2,14.7,53,27,0.05,No,No,No,No,No,No,Secchi 1ft 8  Disc visible on bottom.,
2025-03-21,,Site #4 - Round Lake,,,,,,,,,,,,,,,,,,,
2025-03-21,12:30:00,Site #5 - Fallen Leaf Lake,7.2,Rain,No wind,0-5,753,8.8,8.45,9.2,,42.9,0.03,No,No,No,No,No,No,Pennate & other Zooplanktons.,
2022-06-23,13:15:00,Site #1 - East Boat Launch,28.4,Sunny,W,5-10,765,20.8,8.4,9.5,80,37,,No,No,No,No,No,,2nd trawl by Terry. No targets,
2025-04-03,13:03:00,Site #2 - Heritage Boat Launch,9.3,Partly Cloudy,NE,0-5,762,11,7.8,10.8,76.7,38.3,0.02,No,No,No,No,No,No,Worichina in trawl. Secchi 90cm,
2025-04-03,13:00:00,Site #5 - Fallen Leaf Lake,4.6,Cloudy,No wind,0-5,761.4,11.9,8.4,8.17,92.5,41.3,0.03,No,No,No,No,No,No,Trawl had several other zooplan.  Lots of garbage.,
2025-04-04,14:00:00,Site #4 - Round Lake,12.2,Partly Cloudy,SW,0-5,770.9,11.7,8.2,11,80.6,40,0.03,No,No,No,No,No,No,Water level down 3,
2025-04-10,11:38:00,Site #2 - Heritage Boat Launch,18.4,Partly Cloudy,SE,0-5,761,11.9,7.7,10,81.2,40.6,0.03,No,No,No,No,No,No,Secchi @ 100cm Centric D. noted,
2025-04-10,12:30:00,Site #5 - Fallen Leaf Lake,16.6,Partly Cloudy,S,0-5,762.3,15.3,8.2,9.1,82.9,41.4,0.04,No,No,No,No,No,No,gusty winds,
2025-04-11,16:54:00,Site #3 - Lacamas Shores Boat Launch,12.1,Partly Cloudy,NW,5-10,762,13.8,8.4,10,81.6,40.8,0.04,No,No,No,No,No,No,"Secch@ 2', hit bottom",
2022-05-26,11:15:00,Site #1 - East Boat Launch,19.3,Mostly Cloudy,SW,0-5,758,18.2,8.9,11.5,50,79,,No,No,No,No,No,,Water murky. Lots of unidentified floaties,
2025-04-17,14:31:00,Site #2 - Heritage Boat Launch,20.5,Partly Cloudy,NW,0-5,760,16.1,9.18,14.6,82.3,41.2,0.04,No,No,No,No,No,No,Centric & Pennate. Secchi 70cm,
2025-04-17,13:00:00,Site #5 - Fallen Leaf Lake,,,,,,,,,,,,,,,,,,Water level too low to test.,
2025-04-18,18:21:00,Site #3 - Lacamas Shores Boat Launch,20,Sunny,No wind,0-5,767.4,15.8,8.5,2.4,81.9,40.9,0.03,No,No,No,No,No,No,"Ciliates noted. Secchi 3', hit bottom. ?? on DO",
2025-04-24,17:30:00,Site #2 - Heritage Boat Launch,24.2,Sunny,SE,0-5,759.8,18.1,8.6,10.3,82.6,41.4,0.04,No,No,No,No,No,No,"Secchi 2 m, could see at bottom. Lots of boats. 1 Centric noted.",
2025-04-24,18:00:00,Site #4 - Round Lake,24,Sunny,SE,0-5,759.8,18,7.8,11.7,85.7,42.4,0.04,No,No,No,No,No,No,Moderate current from Lacamas lk.  Water clear.,
2025-04-24,12:15:00,Site #5 - Fallen Leaf Lake,20,Sunny,NE,0-5,770.6,17.7,7.8,10,86.6,43.2,0.05,No,No,No,No,No,No,Centric D. noted,
2025-04-25,11:18:00,Site #3 - Lacamas Shores Boat Launch,12,Sunny,No wind,0-5,753.6,16.1,8.4,7.7,85.1,42.6,0.04,No,No,No,No,No,No,"Bottom visible at 3'4""",
2022-05-11,13:10:00,Site #1 - East Boat Launch,17.2,Partly Cloudy,SW,0-5,768,14.4,7,,73,36,,No,No,No,No,No,,Water in trawl brownish,
2025-05-01,13:20:00,Site #2 - Heritage Boat Launch,20.5,Sunny,S,0-5,756,16.7,8.1,10.3,90,45,0.04,No,No,No,No,No,No,,
2025-05-01,13:10:00,Site #5 - Fallen Leaf Lake,20,Sunny,NW,0-5,771.9,17.6,8.1,9.9,85,43.2,0.04,No,No,No,No,No,No,"Swimmers took mid lake sample. Temp 21c, microsystis noted.",
2025-05-02,16:00:00,Site #4 - Round Lake,22,Sunny,No wind,0-5,760,19.3,8,9,88,44,,No,No,No,No,No,No,No comments,
2025-05-03,17:04:00,Site #3 - Lacamas Shores Boat Launch,15.6,Mostly Cloudy,NW,5-10,759.7,16.6,8,8.8,91.4,45.7,0.04,No,No,No,No,No,No,"Ciilates noted. Bottom visible at 3'6""",
2022-03-04,13:00:00,Site #1 - East Boat Launch,7.2,Partly Cloudy,W,5-10,759.1,10.4,8.8,7.5,23,42,,No,No,No,No,No,,Breezy.,
2025-05-08,14:15:00,Site #2 - Heritage Boat Launch,20.6,Partly Cloudy,W,0-5,761.2,20.2,8.5,8.6,89.6,46.2,0.05,No,No,No,No,No,No,Fragillaria & microsystis in trawl. Secchi @ 15.6cm,
2025-05-08,13:50:00,Site #5 - Fallen Leaf Lake,20.1,Partly Cloudy,N,0-5,760.2,16.6,8.7,11.4,85.6,45.6,0.04,No,No,No,No,No,No,Water clear. Shallow at site. Ciliates noted.,
2025-05-08,14:30:00,Site #4 - Round Lake,19,Sunny,NW,0-5,763.8,19.1,7.11,10.5,92,38,0.05,No,No,No,No,No,No,Lots of people playing in the water,
2022-02-17,10:30:00,Site #1 - East Boat Launch,12.1,Cloudy,SE,0-5,774,5.2,9.7,9.6,5.8,30,,No,No,No,No,No,,No target species located in protocol sample.,
2025-05-15,13:30:00,Site #2 - Heritage Boat Launch,13.9,Mostly Cloudy,N,0-5,762,17,8.56,9.3,95.2,47.7,0.04,No,No,No,No,No,No,"Pennate noted. Secchi 170cm. Trawl had Aster, Rotifer, Worch & Dolicho",
2025-05-15,13:47:00,Site #5 - Fallen Leaf Lake,14.4,Cloudy,NW,0-5,772.4,17.5,7.9,9,86.5,43.2,0.04,No,No,Yes,No,No,No,"Level high. Trawl had centric, Dino, Penne",
2025-05-17,13:20:00,Site #4 - Round Lake,14,Mostly Cloudy,No wind,0-5,756.2,17.3,6.51,10.6,93.5,46.8,0.05,No,No,No,No,No,No,Water level high,
2022-02-10,10:30:00,Site #1 - East Boat Launch,10.6,Mostly Cloudy,W,0-5,773.9,4.2,9.7,8.3,5.4,27,,No,No,No,No,No,,No target species identified in protocol sample.,
2025-05-22,14:00:00,Site #2 - Heritage Boat Launch,16.1,Partly Cloudy,S,0-5,761,17.4,8,8.9,99.1,49.6,0.04,No,No,No,No,No,Yes,Centri & Penne.  Secchi 170 cm,
2025-05-22,12:20:00,Site #5 - Fallen Leaf Lake,9.4,Mostly Cloudy,NW,0-5,762.4,18.3,7.8,8.7,85.9,43,0.03,No,No,No,No,No,No,Trawl had Worichina,
2025-07-10,15:45:00,Site #4 - Round Lake,24,Partly Cloudy,NW,0-5,762.8,25.2,6,7,110.9,55.2,0.06,No,No,No,No,No,No,Water level high.,
2025-05-23,4:49:00,Site #3 - Lacamas Shores Boat Launch,23,Sunny,No wind,0-5,755,18.8,7.69,9.1,98.1,48.9,0.05,No,No,No,No,No,No,"Depth @ 4', secchi barely visible @ bottom",
2025-05-28,13:35:00,Site #4 - Round Lake,16.1,Mostly Cloudy,No wind,0-5,768,20.4,8.4,8.6,98.9,48.9,0.04,No,No,No,No,No,No,No targets. Recent rain increased water level.,
2025-05-28,12:20:00,Site #5 - Fallen Leaf Lake,16.7,Cloudy,NW,0-5,772,18.3,7.8,8.7,85.9,43,0.03,No,No,No,No,No,No,Other cyano in protocol. Trawl had Worichinia & microcystis.,
2022-02-03,10:30:00,Site #1 - East Boat Launch,10,Rain,SE,0-5,773,3,9.9,6.6,46,23,,No,No,No,No,No,,No target species identified in protocol sample.,
